,category,accession,file_index
8367,plant,NW_009347763.1,1
8368,plant,NW_009347765.1,1
8369,plant,NW_009347766.1,1
8370,plant,NW_009347767.1,1
8371,plant,NW_009347768.1,1
8372,plant,NW_009347769.1,1
8373,plant,NW_009347770.1,1
8374,plant,NW_009347771.1,1
8375,plant,NW_009347772.1,1
8376,plant,NW_009347773.1,1
8377,plant,NW_009347774.1,1
8378,plant,NW_009347775.1,1
8379,plant,NW_009347776.1,1
8380,plant,NW_009347777.1,1
8381,plant,NW_009347778.1,1
8382,plant,NW_009347779.1,1
8383,plant,NW_009347780.1,1
8384,plant,NW_009347782.1,1
8385,plant,NW_009347783.1,1
8386,plant,NW_009347784.1,1
8387,plant,NW_009347785.1,1
8388,plant,NW_009347786.1,1
8389,plant,NW_009347787.1,1
8390,plant,NW_009347788.1,1
8391,plant,NW_009347789.1,1
8392,plant,NW_009347790.1,1
8393,plant,NW_009347791.1,1
8394,plant,NW_009347792.1,1
8395,plant,NW_009347793.1,1
8396,plant,NW_009347794.1,1
8397,plant,NW_009347795.1,1
8398,plant,NW_009347796.1,1
8399,plant,NW_009347797.1,1
8400,plant,NW_009347798.1,1
8401,plant,NW_009347799.1,1
8402,plant,NW_009347801.1,1
8403,plant,NW_009347802.1,1
8404,plant,NW_009347803.1,1
8405,plant,NW_009347804.1,1
8406,plant,NW_009347805.1,1
8407,plant,NW_009347806.1,1
8408,plant,NW_009347807.1,1
8409,plant,NW_009347808.1,1
8410,plant,NW_009347809.1,1
8411,plant,NW_009347810.1,1
8412,plant,NW_009347811.1,1
8413,plant,NW_009347812.1,1
8414,plant,NW_009347813.1,1
8415,plant,NW_009347814.1,1
8416,plant,NW_009347815.1,1
8417,plant,NW_009347816.1,1
8418,plant,NW_009347817.1,1
8419,plant,NW_009347818.1,1
8420,plant,NW_009347819.1,1
8421,plant,NW_009347820.1,1
8422,plant,NW_009347821.1,1
8423,plant,NW_009347822.1,1
8424,plant,NW_009347823.1,1
8425,plant,NW_009347824.1,1
8426,plant,NW_009347825.1,1
8427,plant,NW_009347826.1,1
8428,plant,NW_009347827.1,1
8429,plant,NW_009347828.1,1
8430,plant,NW_009347829.1,1
8431,plant,NW_009347830.1,1
8432,plant,NW_009347831.1,1
8433,plant,NW_009347832.1,1
8434,plant,NW_009347833.1,1
8435,plant,NW_009347834.1,1
8436,plant,NW_009347835.1,1
8437,plant,NW_009347836.1,1
8438,plant,NW_009347837.1,1
8439,plant,NW_009347838.1,1
8440,plant,NW_009347839.1,1
8441,plant,NW_009347840.1,1
8442,plant,NW_009347841.1,1
8443,plant,NW_009347842.1,1
8444,plant,NW_009347843.1,1
8445,plant,NW_009347844.1,1
8446,plant,NW_009347845.1,1
8447,plant,NW_009347846.1,1
8448,plant,NW_009347847.1,1
8449,plant,NW_009347849.1,1
8450,plant,NW_009347850.1,1
8451,plant,NW_009347851.1,1
8452,plant,NW_009347852.1,1
8453,plant,NW_009347853.1,1
8454,plant,NW_009347854.1,1
8455,plant,NW_009347855.1,1
8456,plant,NW_009347856.1,1
8457,plant,NW_009347857.1,1
8458,plant,NW_009347858.1,1
8459,plant,NW_009347860.1,1
8460,plant,NW_009347861.1,1
8461,plant,NW_009347862.1,1
8462,plant,NW_009347863.1,1
8463,plant,NW_009347864.1,1
8464,plant,NW_009347865.1,1
8465,plant,NW_009347866.1,1
8466,plant,NW_009347867.1,1
8467,plant,NW_009347868.1,1
8468,plant,NW_009347869.1,1
8469,plant,NW_009347871.1,1
8470,plant,NW_009347872.1,1
8471,plant,NW_009347873.1,1
8472,plant,NW_009347874.1,1
8473,plant,NW_009347875.1,1
8474,plant,NW_009347876.1,1
8475,plant,NW_009347877.1,1
8476,plant,NW_009347878.1,1
8477,plant,NW_009347879.1,1
8478,plant,NW_009347880.1,1
8479,plant,NW_009347881.1,1
8480,plant,NW_009347882.1,1
8481,plant,NW_009347883.1,1
8482,plant,NW_009347884.1,1
8483,plant,NW_009347885.1,1
8484,plant,NW_009347886.1,1
8485,plant,NW_009347887.1,1
8486,plant,NW_009347888.1,1
8487,plant,NW_009347889.1,1
8488,plant,NW_009347890.1,1
8489,plant,NW_009347891.1,1
8490,plant,NW_009347892.1,1
8491,plant,NW_009347894.1,1
8492,plant,NW_009347895.1,1
8493,plant,NW_009347896.1,1
8494,plant,NW_009347897.1,1
8495,plant,NW_009347898.1,1
8496,plant,NW_009347899.1,1
8497,plant,NW_009347900.1,1
8498,plant,NW_009347901.1,1
8499,plant,NW_009347902.1,1
8500,plant,NW_009347903.1,1
8501,plant,NW_009347904.1,1
8502,plant,NW_009347905.1,1
8503,plant,NW_009347906.1,1
8504,plant,NW_009347907.1,1
8505,plant,NW_009347909.1,1
8506,plant,NW_009347910.1,1
8507,plant,NW_009347911.1,1
8508,plant,NW_009347912.1,1
8509,plant,NW_009347913.1,1
8510,plant,NW_009347915.1,1
8511,plant,NW_009347916.1,1
8512,plant,NW_009347917.1,1
8513,plant,NW_009347918.1,1
8514,plant,NW_009347919.1,1
8515,plant,NW_009347920.1,1
8516,plant,NW_009347921.1,1
8517,plant,NW_009347922.1,1
8518,plant,NW_009347923.1,1
8519,plant,NW_009347924.1,1
8520,plant,NW_009347925.1,1
8521,plant,NW_009347926.1,1
8522,plant,NW_009347927.1,1
8523,plant,NW_009347928.1,1
8524,plant,NW_009347929.1,1
8525,plant,NW_009347930.1,1
8526,plant,NW_009347931.1,1
8527,plant,NW_009347932.1,1
8528,plant,NW_009347933.1,1
8529,plant,NW_009347934.1,1
8530,plant,NW_009347935.1,1
8531,plant,NW_009347936.1,1
8532,plant,NW_009347938.1,1
8533,plant,NW_009347939.1,1
8534,plant,NW_009347940.1,1
8535,plant,NW_009347942.1,1
8536,plant,NW_009347943.1,1
8537,plant,NW_009347944.1,1
8538,plant,NW_009347945.1,1
8539,plant,NW_009347946.1,1
8540,plant,NW_009347947.1,1
8541,plant,NW_009347949.1,1
8542,plant,NW_009347950.1,1
8543,plant,NW_009347951.1,1
8544,plant,NW_009347952.1,1
8545,plant,NW_009347953.1,1
8546,plant,NW_009347954.1,1
8547,plant,NW_009347955.1,1
8548,plant,NW_009347956.1,1
8549,plant,NW_009347957.1,1
8550,plant,NW_009347958.1,1
8551,plant,NW_009347959.1,1
8552,plant,NW_009347960.1,1
8553,plant,NW_009347961.1,1
8554,plant,NW_009347962.1,1
8555,plant,NW_009347963.1,1
8556,plant,NW_009347964.1,1
8557,plant,NW_009347965.1,1
8558,plant,NW_009347966.1,1
8559,plant,NW_009347968.1,1
8560,plant,NW_009347969.1,1
8561,plant,NW_009347970.1,1
8562,plant,NW_009347971.1,1
8563,plant,NW_009347972.1,1
8564,plant,NW_009347973.1,1
8565,plant,NW_009347974.1,1
8566,plant,NW_009347975.1,1
8567,plant,NW_009347976.1,1
8568,plant,NW_009347977.1,1
8569,plant,NW_009347978.1,1
8570,plant,NW_009347979.1,1
8571,plant,NW_009347980.1,1
8572,plant,NW_009347981.1,1
8573,plant,NW_009347982.1,1
8574,plant,NW_009347983.1,1
8575,plant,NW_009347984.1,1
8576,plant,NW_009347985.1,1
8577,plant,NW_009347986.1,1
8578,plant,NW_009347987.1,1
8579,plant,NW_009347988.1,1
8580,plant,NW_009347989.1,1
8581,plant,NW_009347990.1,1
8582,plant,NW_009347991.1,1
8583,plant,NW_009347993.1,1
8584,plant,NW_009347994.1,1
8585,plant,NW_009347995.1,1
8586,plant,NW_009347996.1,1
8587,plant,NW_009347997.1,1
8588,plant,NW_009347998.1,1
8589,plant,NW_009347999.1,1
8590,plant,NW_009348000.1,1
8591,plant,NW_009348001.1,1
8592,plant,NW_009348002.1,1
8593,plant,NW_009348003.1,1
8594,plant,NW_009348004.1,1
8595,plant,NW_009348005.1,1
8596,plant,NW_009348006.1,1
8597,plant,NW_009348007.1,1
8598,plant,NW_009348008.1,1
8599,plant,NW_009348009.1,1
8600,plant,NW_009348010.1,1
8601,plant,NW_009348011.1,1
8602,plant,NW_009348012.1,1
8603,plant,NW_009348013.1,1
8604,plant,NW_009348014.1,1
8605,plant,NW_009348016.1,1
8606,plant,NW_009348017.1,1
8607,plant,NW_009348018.1,1
8608,plant,NW_009348019.1,1
8609,plant,NW_009348020.1,1
8610,plant,NW_009348021.1,1
8611,plant,NW_009348022.1,1
8612,plant,NW_009348023.1,1
8613,plant,NW_009348024.1,1
8614,plant,NW_009348025.1,1
8615,plant,NW_009348028.1,1
8616,plant,NW_009348029.1,1
8617,plant,NW_009348030.1,1
8618,plant,NW_009348031.1,1
8619,plant,NW_009348032.1,1
8620,plant,NW_009348033.1,1
8621,plant,NW_009348034.1,1
8622,plant,NW_009348035.1,1
8623,plant,NW_009348036.1,1
8624,plant,NW_009348037.1,1
8625,plant,NW_009348038.1,1
8626,plant,NW_009348039.1,1
8627,plant,NW_009348040.1,1
8628,plant,NW_009348041.1,1
8629,plant,NW_009348042.1,1
8630,plant,NW_009348043.1,1
8631,plant,NW_009348044.1,1
8632,plant,NW_009348045.1,1
8633,plant,NW_009348046.1,1
8634,plant,NW_009348047.1,1
8635,plant,NW_009348048.1,1
8636,plant,NW_009348049.1,1
8637,plant,NW_009348050.1,1
8638,plant,NW_009348051.1,1
8639,plant,NW_009348052.1,1
8640,plant,NW_009348053.1,1
8641,plant,NW_009348054.1,1
8642,plant,NW_009348055.1,1
8643,plant,NW_009348056.1,1
8644,plant,NW_009348057.1,1
8645,plant,NW_009348058.1,1
8646,plant,NW_009348059.1,1
8647,plant,NW_009348060.1,1
8648,plant,NW_009348061.1,1
8649,plant,NW_009348062.1,1
8650,plant,NW_009348063.1,1
8651,plant,NW_009348064.1,1
8652,plant,NW_009348065.1,1
8653,plant,NW_009348066.1,1
8654,plant,NW_009348067.1,1
8655,plant,NW_009348068.1,1
8656,plant,NW_009348069.1,1
8657,plant,NW_009348071.1,1
8658,plant,NW_009348072.1,1
8659,plant,NW_009348073.1,1
8660,plant,NW_009348075.1,1
8661,plant,NW_009348076.1,1
8662,plant,NW_009348077.1,1
8663,plant,NW_009348078.1,1
8664,plant,NW_009348079.1,1
8665,plant,NW_009348080.1,1
8666,plant,NW_009348081.1,1
8667,plant,NW_009348082.1,1
8668,plant,NW_009348083.1,1
8669,plant,NW_009348085.1,1
8670,plant,NW_009348086.1,1
8671,plant,NW_009348087.1,1
8672,plant,NW_009348088.1,1
8673,plant,NW_009348089.1,1
8674,plant,NW_009348090.1,1
8675,plant,NW_009348091.1,1
8676,plant,NW_009348093.1,1
8677,plant,NW_009348094.1,1
8678,plant,NW_009348095.1,1
8679,plant,NW_009348096.1,1
8680,plant,NW_009348097.1,1
8681,plant,NW_009348098.1,1
8682,plant,NW_009348099.1,1
8683,plant,NW_009348100.1,1
8684,plant,NW_009348101.1,1
8685,plant,NW_009348102.1,1
8686,plant,NW_009348103.1,1
8687,plant,NW_009348104.1,1
8688,plant,NW_009348105.1,1
8689,plant,NW_009348106.1,1
8690,plant,NW_009348107.1,1
8691,plant,NW_009348108.1,1
8692,plant,NW_009348109.1,1
8693,plant,NW_009348110.1,1
8694,plant,NW_009348111.1,1
8695,plant,NW_009348112.1,1
8696,plant,NW_009348113.1,1
8697,plant,NW_009348114.1,1
8698,plant,NW_009348115.1,1
8699,plant,NW_009348116.1,1
8700,plant,NW_009348117.1,1
8701,plant,NW_009348118.1,1
8702,plant,NW_009348119.1,1
8703,plant,NW_009348120.1,1
8704,plant,NW_009348121.1,1
8705,plant,NW_009348122.1,1
8706,plant,NW_009348123.1,1
8707,plant,NW_009348124.1,1
8708,plant,NW_009348126.1,1
8709,plant,NW_009348127.1,1
8710,plant,NW_009348128.1,1
8711,plant,NW_009348129.1,1
8712,plant,NW_009348130.1,1
8713,plant,NW_009348131.1,1
8714,plant,NW_009348132.1,1
8715,plant,NW_009348133.1,1
8716,plant,NW_009348134.1,1
8717,plant,NW_009348135.1,1
8718,plant,NW_009348137.1,1
8719,plant,NW_009348138.1,1
8720,plant,NW_009348139.1,1
8721,plant,NW_009348140.1,1
8722,plant,NW_009348141.1,1
8723,plant,NW_009348142.1,1
8724,plant,NW_009348143.1,1
8725,plant,NW_009348144.1,1
8726,plant,NW_009348145.1,1
8727,plant,NW_009348146.1,1
8728,plant,NW_009348147.1,1
8729,plant,NW_009348148.1,1
8730,plant,NW_009348149.1,1
8731,plant,NW_009348150.1,1
8732,plant,NW_009348151.1,1
8733,plant,NW_009348152.1,1
8734,plant,NW_009348153.1,1
8735,plant,NW_009348154.1,1
8736,plant,NW_009348155.1,1
8737,plant,NW_009348156.1,1
8738,plant,NW_009348157.1,1
8739,plant,NW_009348158.1,1
8740,plant,NW_009348159.1,1
8741,plant,NW_009348160.1,1
8742,plant,NW_009348161.1,1
8743,plant,NW_009348162.1,1
8744,plant,NW_009348163.1,1
8745,plant,NW_009348164.1,1
8746,plant,NW_009348165.1,1
8747,plant,NW_009348166.1,1
8748,plant,NW_009348167.1,1
8749,plant,NW_009348168.1,1
8750,plant,NW_009348169.1,1
8751,plant,NW_009348170.1,1
8752,plant,NW_009348171.1,1
8753,plant,NW_009348172.1,1
8754,plant,NW_009348173.1,1
8755,plant,NW_009348174.1,1
8756,plant,NW_009348175.1,1
8757,plant,NW_009348176.1,1
8758,plant,NW_009348177.1,1
8759,plant,NW_009348178.1,1
8760,plant,NW_009348179.1,1
8761,plant,NW_009348180.1,1
8762,plant,NW_009348182.1,1
8763,plant,NW_009348183.1,1
8764,plant,NW_009348184.1,1
8765,plant,NW_009348185.1,1
8766,plant,NW_009348186.1,1
8767,plant,NW_009348187.1,1
8768,plant,NW_009348188.1,1
8769,plant,NW_009348189.1,1
8770,plant,NW_009348190.1,1
8771,plant,NW_009348191.1,1
8772,plant,NW_009348192.1,1
8773,plant,NW_009348193.1,1
8774,plant,NW_009348194.1,1
8775,plant,NW_009348195.1,1
8776,plant,NW_009348198.1,1
8777,plant,NW_009348199.1,1
8778,plant,NW_009348200.1,1
8779,plant,NW_009348201.1,1
8780,plant,NW_009348202.1,1
8781,plant,NW_009348203.1,1
8782,plant,NW_009348204.1,1
8783,plant,NW_009348205.1,1
8784,plant,NW_009348206.1,1
8785,plant,NW_009348207.1,1
8786,plant,NW_009348208.1,1
8787,plant,NW_009348209.1,1
8788,plant,NW_009348210.1,1
8789,plant,NW_009348211.1,1
8790,plant,NW_009348212.1,1
8791,plant,NW_009348213.1,1
8792,plant,NW_009348214.1,1
8793,plant,NW_009348215.1,1
8794,plant,NW_009348216.1,1
8795,plant,NW_009348217.1,1
8796,plant,NW_009348218.1,1
8797,plant,NW_009348219.1,1
8798,plant,NW_009348220.1,1
8799,plant,NW_009348221.1,1
8800,plant,NW_009348222.1,1
8801,plant,NW_009348223.1,1
8802,plant,NW_009348224.1,1
8803,plant,NW_009348226.1,1
8804,plant,NW_009348227.1,1
8805,plant,NW_009348228.1,1
8806,plant,NW_009348229.1,1
8807,plant,NW_009348232.1,1
8808,plant,NW_009348233.1,1
8809,plant,NW_009348234.1,1
8810,plant,NW_009348235.1,1
8811,plant,NW_009348236.1,1
8812,plant,NW_009348237.1,1
8813,plant,NW_009348238.1,1
8814,plant,NW_009348239.1,1
8815,plant,NW_009348240.1,1
8816,plant,NW_009348241.1,1
8817,plant,NW_009348242.1,1
8818,plant,NW_009348243.1,1
8819,plant,NW_009348244.1,1
8820,plant,NW_009348245.1,1
8821,plant,NW_009348246.1,1
8822,plant,NW_009348247.1,1
8823,plant,NW_009348248.1,1
8824,plant,NW_009348249.1,1
8825,plant,NW_009348250.1,1
8826,plant,NW_009348252.1,1
8827,plant,NW_009348253.1,1
8828,plant,NW_009348254.1,1
8829,plant,NW_009348255.1,1
8830,plant,NW_009348256.1,1
8831,plant,NW_009348257.1,1
8832,plant,NW_009348259.1,1
8833,plant,NW_009348260.1,1
8834,plant,NW_009348261.1,1
8835,plant,NW_009348262.1,1
8836,plant,NW_009348263.1,1
8837,plant,NW_009348264.1,1
8838,plant,NW_009348265.1,1
8839,plant,NW_009348266.1,1
8840,plant,NW_009348268.1,1
8841,plant,NW_009348269.1,1
8842,plant,NW_009348270.1,1
8843,plant,NW_009348271.1,1
8844,plant,NW_009348272.1,1
8845,plant,NW_009348273.1,1
8846,plant,NW_009348274.1,1
8847,plant,NW_009348275.1,1
8848,plant,NW_009348276.1,1
8849,plant,NW_009348277.1,1
8850,plant,NW_009348278.1,1
8851,plant,NW_009348279.1,1
8852,plant,NW_009348280.1,1
8853,plant,NW_009348282.1,1
8854,plant,NW_009348283.1,1
8855,plant,NW_009348284.1,1
8856,plant,NW_009348285.1,1
8857,plant,NW_009348286.1,1
8858,plant,NW_009348287.1,1
8859,plant,NW_009348288.1,1
8860,plant,NW_009348289.1,1
8861,plant,NW_009348290.1,1
8862,plant,NW_009348291.1,1
8863,plant,NW_009348292.1,1
8864,plant,NW_009348293.1,1
8865,plant,NW_009348294.1,1
8866,plant,NW_009348295.1,1
8867,plant,NW_009348296.1,1
8868,plant,NW_009348297.1,1
8869,plant,NW_009348298.1,1
8870,plant,NW_009348300.1,1
8871,plant,NW_009348301.1,1
8872,plant,NW_009348302.1,1
8873,plant,NW_009348303.1,1
8874,plant,NW_009348304.1,1
8875,plant,NW_009348305.1,1
8876,plant,NW_009348306.1,1
8877,plant,NW_009348307.1,1
8878,plant,NW_009348308.1,1
8879,plant,NW_009348309.1,1
8880,plant,NW_009348310.1,1
8881,plant,NW_009348311.1,1
8882,plant,NW_009348312.1,1
8883,plant,NW_009348313.1,1
8884,plant,NW_009348314.1,1
8885,plant,NW_009348315.1,1
8886,plant,NW_009348316.1,1
8887,plant,NW_009348317.1,1
8888,plant,NW_009348318.1,1
8889,plant,NW_009348319.1,1
8890,plant,NW_009348320.1,1
8891,plant,NW_009348321.1,1
8892,plant,NW_009348322.1,1
8893,plant,NW_009348323.1,1
8894,plant,NW_009348324.1,1
8895,plant,NW_009348326.1,1
8896,plant,NW_009348327.1,1
8897,plant,NW_009348328.1,1
8898,plant,NW_009348329.1,1
8899,plant,NW_009348330.1,1
8900,plant,NW_009348331.1,1
8901,plant,NW_009348332.1,1
8902,plant,NW_009348333.1,1
8903,plant,NW_009348334.1,1
8904,plant,NW_009348335.1,1
8905,plant,NW_009348336.1,1
8906,plant,NW_009348337.1,1
8907,plant,NW_009348338.1,1
8908,plant,NW_009348339.1,1
8909,plant,NW_009348340.1,1
8910,plant,NW_009348341.1,1
8911,plant,NW_009348342.1,1
8912,plant,NW_009348343.1,1
8913,plant,NW_009348344.1,1
8914,plant,NW_009348345.1,1
8915,plant,NW_009348346.1,1
8916,plant,NW_009348347.1,1
8917,plant,NW_009348348.1,1
8918,plant,NW_009348349.1,1
8919,plant,NW_009348350.1,1
8920,plant,NW_009348351.1,1
8921,plant,NW_009348352.1,1
8922,plant,NW_009348353.1,1
8923,plant,NW_009348354.1,1
8924,plant,NW_009348355.1,1
8925,plant,NW_009348356.1,1
8926,plant,NW_009348357.1,1
8927,plant,NW_009348359.1,1
8928,plant,NW_009348360.1,1
8929,plant,NW_009348361.1,1
8930,plant,NW_009348362.1,1
8931,plant,NW_009348363.1,1
8932,plant,NW_009348364.1,1
8933,plant,NW_009348365.1,1
8934,plant,NW_009348366.1,1
8935,plant,NW_009348367.1,1
8936,plant,NW_009348368.1,1
8937,plant,NW_009348369.1,1
8938,plant,NW_009348371.1,1
8939,plant,NW_009348372.1,1
8940,plant,NW_009348373.1,1
8941,plant,NW_009348374.1,1
8942,plant,NW_009348376.1,1
8943,plant,NW_009348377.1,1
8944,plant,NW_009348378.1,1
8945,plant,NW_009348379.1,1
8946,plant,NW_009348380.1,1
8947,plant,NW_009348382.1,1
8948,plant,NW_009348383.1,1
8949,plant,NW_009348384.1,1
8950,plant,NW_009348385.1,1
8951,plant,NW_009348386.1,1
8952,plant,NW_009348387.1,1
8953,plant,NW_009348388.1,1
8954,plant,NW_009348389.1,1
8955,plant,NW_009348391.1,1
8956,plant,NW_009348392.1,1
8957,plant,NW_009348393.1,1
8958,plant,NW_009348394.1,1
8959,plant,NW_009348395.1,1
8960,plant,NW_009348396.1,1
8961,plant,NW_009348397.1,1
8962,plant,NW_009348398.1,1
8963,plant,NW_009348399.1,1
8964,plant,NW_009348400.1,1
8965,plant,NW_009348401.1,1
8966,plant,NW_009348402.1,1
8967,plant,NW_009348404.1,1
8968,plant,NW_009348405.1,1
8969,plant,NW_009348406.1,1
8970,plant,NW_009348407.1,1
8971,plant,NW_009348408.1,1
8972,plant,NW_009348409.1,1
8973,plant,NW_009348410.1,1
8974,plant,NW_009348411.1,1
8975,plant,NW_009348412.1,1
8976,plant,NW_009348413.1,1
8977,plant,NW_009348415.1,1
8978,plant,NW_009348416.1,1
8979,plant,NW_009348417.1,1
8980,plant,NW_009348418.1,1
8981,plant,NW_009348419.1,1
8982,plant,NW_009348420.1,1
8983,plant,NW_009348421.1,1
8984,plant,NW_009348422.1,1
8985,plant,NW_009348423.1,1
8986,plant,NW_009348424.1,1
8987,plant,NW_009348425.1,1
8988,plant,NW_009348426.1,1
8989,plant,NW_009348427.1,1
8990,plant,NW_009348428.1,1
8991,plant,NW_009348429.1,1
8992,plant,NW_009348430.1,1
8993,plant,NW_009348431.1,1
8994,plant,NW_009348432.1,1
8995,plant,NW_009348433.1,1
8996,plant,NW_009348434.1,1
8997,plant,NW_009348435.1,1
8998,plant,NW_009348436.1,1
8999,plant,NW_009348437.1,1
9000,plant,NW_009348438.1,1
9001,plant,NW_009348439.1,1
9002,plant,NW_009348440.1,1
9003,plant,NW_009348441.1,1
9004,plant,NW_009348442.1,1
9005,plant,NW_009348443.1,1
9006,plant,NW_009348444.1,1
9007,plant,NW_009348445.1,1
9008,plant,NW_009348446.1,1
9009,plant,NW_009348448.1,1
9010,plant,NW_009348449.1,1
9011,plant,NW_009348450.1,1
9012,plant,NW_009348451.1,1
9013,plant,NW_009348452.1,1
9014,plant,NW_009348453.1,1
9015,plant,NW_009348454.1,1
9016,plant,NW_009348455.1,1
9017,plant,NW_009348456.1,1
9018,plant,NW_009348457.1,1
9019,plant,NW_009348459.1,1
9020,plant,NW_009348460.1,1
9021,plant,NW_009348461.1,1
9022,plant,NW_009348462.1,1
9023,plant,NW_009348463.1,1
9024,plant,NW_009348464.1,1
9025,plant,NW_009348465.1,1
9026,plant,NW_009348466.1,1
9027,plant,NW_009348467.1,1
9028,plant,NW_009348468.1,1
9029,plant,NW_009348470.1,1
9030,plant,NW_009348471.1,1
9031,plant,NW_009348472.1,1
9032,plant,NW_009348473.1,1
9033,plant,NW_009348474.1,1
9034,plant,NW_009348475.1,1
9035,plant,NW_009348476.1,1
9036,plant,NW_009348477.1,1
9037,plant,NW_009348478.1,1
9038,plant,NW_009348480.1,1
9039,plant,NW_009348482.1,1
9040,plant,NW_009348483.1,1
9041,plant,NW_009348484.1,1
9042,plant,NW_009348485.1,1
9043,plant,NW_009348486.1,1
9044,plant,NW_009348487.1,1
9045,plant,NW_009348488.1,1
9046,plant,NW_009348489.1,1
9047,plant,NW_009348490.1,1
9048,plant,NW_009348491.1,1
9049,plant,NW_009348492.1,1
9050,plant,NW_009348493.1,1
9051,plant,NW_009348494.1,1
9052,plant,NW_009348495.1,1
9053,plant,NW_009348496.1,1
9054,plant,NW_009348497.1,1
9055,plant,NW_009348498.1,1
9056,plant,NW_009348499.1,1
9057,plant,NW_009348500.1,1
9058,plant,NW_009348501.1,1
9059,plant,NW_009348502.1,1
9060,plant,NW_009348504.1,1
9061,plant,NW_009348505.1,1
9062,plant,NW_009348506.1,1
9063,plant,NW_009348507.1,1
9064,plant,NW_009348508.1,1
9065,plant,NW_009348509.1,1
9066,plant,NW_009348510.1,1
9067,plant,NW_009348512.1,1
9068,plant,NW_009348513.1,1
9069,plant,NW_009348514.1,1
9070,plant,NW_009348515.1,1
9071,plant,NW_009348516.1,1
9072,plant,NW_009348517.1,1
9073,plant,NW_009348518.1,1
9074,plant,NW_009348519.1,1
9075,plant,NW_009348520.1,1
9076,plant,NW_009348521.1,1
9077,plant,NW_009348522.1,1
9078,plant,NW_009348523.1,1
9079,plant,NW_009348524.1,1
9080,plant,NW_009348526.1,1
9081,plant,NW_009348527.1,1
9082,plant,NW_009348528.1,1
9083,plant,NW_009348529.1,1
9084,plant,NW_009348530.1,1
9085,plant,NW_009348531.1,1
9086,plant,NW_009348532.1,1
9087,plant,NW_009348533.1,1
9088,plant,NW_009348534.1,1
9089,plant,NW_009348535.1,1
9090,plant,NW_009348537.1,1
9091,plant,NW_009348538.1,1
9092,plant,NW_009348539.1,1
9093,plant,NW_009348540.1,1
9094,plant,NW_009348541.1,1
9095,plant,NW_009348542.1,1
9096,plant,NW_009348543.1,1
9097,plant,NW_009348544.1,1
9098,plant,NW_009348545.1,1
9099,plant,NW_009348546.1,1
9100,plant,NW_009348547.1,1
9101,plant,NW_009348548.1,1
9102,plant,NW_009348549.1,1
9103,plant,NW_009348550.1,1
9104,plant,NW_009348551.1,1
9105,plant,NW_009348552.1,1
9106,plant,NW_009348553.1,1
9107,plant,NW_009348554.1,1
9108,plant,NW_009348555.1,1
9109,plant,NW_009348556.1,1
9110,plant,NW_009348557.1,1
9111,plant,NW_009348559.1,1
9112,plant,NW_009348560.1,1
9113,plant,NW_009348561.1,1
9114,plant,NW_009348563.1,1
9115,plant,NW_009348564.1,1
9116,plant,NW_009348565.1,1
9117,plant,NW_009348566.1,1
9118,plant,NW_009348567.1,1
9119,plant,NW_009348568.1,1
9120,plant,NW_009348569.1,1
9121,plant,NW_009348570.1,1
9122,plant,NW_009348571.1,1
9123,plant,NW_009348572.1,1
9124,plant,NW_009348573.1,1
9125,plant,NW_009348574.1,1
9126,plant,NW_009348575.1,1
9127,plant,NW_009348576.1,1
9128,plant,NW_009348577.1,1
9129,plant,NW_009348578.1,1
9130,plant,NW_009348579.1,1
9131,plant,NW_009348581.1,1
9132,plant,NW_009348582.1,1
9133,plant,NW_009348584.1,1
9134,plant,NW_009348585.1,1
9135,plant,NW_009348586.1,1
9136,plant,NW_009348587.1,1
9137,plant,NW_009348588.1,1
9138,plant,NW_009348589.1,1
9139,plant,NW_009348590.1,1
9140,plant,NW_009348591.1,1
9141,plant,NW_009348592.1,1
9142,plant,NW_009348593.1,1
9143,plant,NW_009348594.1,1
9144,plant,NW_009348595.1,1
9145,plant,NW_009348596.1,1
9146,plant,NW_009348597.1,1
9147,plant,NW_009348598.1,1
9148,plant,NW_009348599.1,1
9149,plant,NW_009348600.1,1
9150,plant,NW_009348601.1,1
9151,plant,NW_009348602.1,1
9152,plant,NW_009348603.1,1
9153,plant,NW_009348604.1,1
9154,plant,NW_009348605.1,1
9155,plant,NW_009348606.1,1
9156,plant,NW_009348607.1,1
9157,plant,NW_009348608.1,1
9158,plant,NW_009348610.1,1
9159,plant,NW_009348611.1,1
9160,plant,NW_009348612.1,1
9161,plant,NW_009348613.1,1
9162,plant,NW_009348614.1,1
9163,plant,NW_009348615.1,1
9164,plant,NW_009348616.1,1
9165,plant,NW_009348617.1,1
9166,plant,NW_009348618.1,1
9167,plant,NW_009348619.1,1
9168,plant,NW_009348620.1,1
9169,plant,NW_009348621.1,1
9170,plant,NW_009348622.1,1
9171,plant,NW_009348623.1,1
9172,plant,NW_009348624.1,1
9173,plant,NW_009348626.1,1
9174,plant,NW_009348627.1,1
9175,plant,NW_009348628.1,1
9176,plant,NW_009348629.1,1
9177,plant,NW_009348630.1,1
9178,plant,NW_009348631.1,1
9179,plant,NW_009348632.1,1
9180,plant,NW_009348633.1,1
9181,plant,NW_009348634.1,1
9182,plant,NW_009348635.1,1
9183,plant,NW_009348636.1,1
9184,plant,NW_009348637.1,1
9185,plant,NW_009348638.1,1
9186,plant,NW_009348639.1,1
9187,plant,NW_009348640.1,1
9188,plant,NW_009348641.1,1
